,text,label
2906,indeed 200 million per mint even entire world treasuries cant mint that much,3
2907,bulwark vs snail shell still has bug stun only applies after the bulwark axie hit the snail shell axie on its turn stun was not applied on the bulwark axies 1st card,3
2908,how can i earn from this i got the adventure role i supposed to do adventure,3
2909,sthefu and play the game,3
2910,because of your axie players attack points much higher than me,3
2911,top 1001300000 kindly compute again,3
2912,ia there will be card balancing for this season,3
2913,i dont want to play the arena for gods sake hayop kayo mga creators of axie,3
2914,this is not a p2e anymore instead it turned into win to earn and winning is not necessarily easy nor time effective not everyone is enjoying arena some of us just like the good ol grinding of adventure where you just take it easy and dont stress adios,3
2915,watch project demo on binance liven,3
2916,are you a troll you asked the same thing yesterday slp is unlimited and players already know that why are you asking for info that is in the whitepaper cant you read,3
2917,they announced there will be no update until end of ss21,3
2918,hahahhaa sino ba naman nagsabi na mag invest k sa axie your loss kung ayaw mo mag arena,3
2919,thats why you need to be more competitive,3
2920,whats your thoughts about price,3
2921,its a game utility token and thats not how this works at all lol,3
2922,ow i just mentioned the crazy thing is i am facing aquas and just now plant carrot just hit me with a critnts are fine they were meant to do that but those low morale ones their insanely lucky,3
2923,it is a game that is still in beta where its developers are in trial and error so that it maintains its economy its a longterm project,3
2924,now i can give this chad the works 247,3
2925,burning will come in origin doesnt make sense increasing slp req for breeding when no one doesnt want to breed cause of axie prices,3
2926,when will season 20 start,3
2927,maybe its too much work for lazy devs better reduce the rewards its less coding,3
2928,if dev scare about bot farmingnwhy not lock the arena and daily quest featurenand then unlocking after win 10 or 20 mmr matchni think its fair enough for everyone,3
2929,heres your screenshot for more options like dark mode please visit,3
2930,how does a piramid scheme works,3
2931,the problem with this if they removed axs for breeding 3600 slp only for breeding reqt for 07 then slp pumped breeding doesnt make sense because of higher price separate burning mechanism and increase utility of floor axies will make an impact imo,3
2932,can players still get the bonus slp in ruin 21 and ruin 36,3
2933,thanks for the invite we will just try and live by the new changes no need to listen for me i will be getting the same message,3
2934,rofl well ur not wrong,3
2935,balance the shuffle of the card,3
2936,as always puttin the burden to the players and investors pathetica will always hit you harder,3
2937,give the community hope by giving dailyweekly updatescharts on the effect of this painfully massive slp issuance reductionnni want to see this mintburn gap slowly close everyday makes the sacrifice less painful,3
2938,reduce award of top ranker of axs tokenand create burning procedure of slp and transaction fee of slp in ronin wallet,3
2939,you need burn mechanics 1st of all,3
2940,from full game to a mini game oh my developmemt seems backward lol,3
2941,why dont used slp to buy axies,3
2942,maybe if we use slp to buy axie the burning maybe too fast hahaha just maybe,3
2943,season 20 changes the team i used to be 2k mmr now cant go beyond 900mmr bcz ur damn nerfs,3
2944,they dont care and jihoz just bought a meta reptile which he buffed,3
2945,they need to re adjust breeding fees as itll be impossible to breed once the new pve slp rewards kick in,3
2946,make it fair the game mechanic need to be changed and the power of some cards how can be fair to kill an axis with 2 cards also consider to give the player all the cards from the start of the game,3
2947,to be competitive or for the investors to invest more money squeezing out more money from 3rd world countries huh nice,3
2948,the slp on adv was forced by the player when 70 of the slp are farmed in pve and most of them are bot its quite obvious you want free money without the consequence behind it,3
2949,why would they do that are they going to earn from that,3
2950,for what you never listen,3
2951,follow to get your nftairdrop nthe world first nftasagame people exchange swap and collect to play the dao puzzle game series discord to play and win huge prize,3
2952,the main reason people are upset is because they either use the slp utility token as their livelihood or have a low tolerance to risk when investingning axie infinity now because the quick cash grab is ending is a mistake as their will be more ways then one to earn ron,3
2953,soothing song should hit armorshield first then the next card hit the axie hpnnits unfair that both card deny armor saying,3
2954,i sell some axies teams if you are interested send me a dm,3
2955,maybe it will be stable in 004,3
2956,its kinda blow your mind right even with this situation there always be some asslicker whos still backing these mfs up smfh,3
2957,i consider this to be necessary to sustain the game at least for a few days i hope that immediately at the end of the season they will establish the expected methods of burning slp,3
2958,its called inside tradingn shouldnt be players or buy axies and at the same time direct the company its a clear conflict of interest that would be difficult to hide in courtnnhow did anyone told them this this is illegal af,3
2959,you only need to paste your ronin addresses and its save search if you are not confident with my suggestion,3
2960,when is sesaon 20 oficially comming,3
2961,they run out the lower community they focus in high profile community lets see who give more incom3 the lower community or high community,3
2962,consider adjustment to pocky damage double bug pocky aqua is running rampant on high mmr,3
2963,need a mechanism to burn 30 of the circulating slp in parallel that is to reduce pve expand axs prize each pet gets 3 energy per day,3
2964,of season 20 release origin,3
2965,seen this pump many times with other nfts,3
2966,mmr win 20 5 lose 20 3 slp mint,3
2967,just disband your profits will increasenn,3
2968,no to burning mechanism yes to burning rewards lol,3
2969,you know what jihoz says to that no problem i get profit so dont mind others,3
2970,very interested to axis inpinity player scholarships sir,3
2971,please dont block me i just saw this here in twitternnaxiebuilders,3
2972,hahaha are you sad little pp,3
2973,december released land game and move it again jihoz says land game release when season 20 is up and now move it again and again now say no burning mechanism lets build together and slpdumped,3
2974,somebody build an axie mini game with the moba genre pls,3
2975,wow pegaxy is so original lol,3
2976,0x67f6c5e69cd66aa8eea272a65ca5b9e7504c549c any amount metamask wallet,3
2977,axiebuilders what do you think bomber mansuper mario,3
2978,is it so difficult to come up with a burning mechanism in a threeyear game,3
2979,i have but no game developing skills,3
2980,everyone are to subscribe to the email newsletter on the website visit for all information including the prelaunch whitepaper find all rex links and community places in the welcome to rex,3
2981,my mnigame is slp up but doesnt work,3
2982,does button adventure will be removed since no one would use it or if you play on adventure for testing cards would energy will be decreased,3
2983,hi jihoz n about origin i suggest before open the parts of eyes and the ears of the axie we need to buy it 500slp to unlock or each parts is 250 slp nfor the biggest change and for the better,3
2984,ethereum gas fees made it unviable more gas fees than the actual income on rental,3
2985,also the reason why we have so many minted slp is due to axies growth if possible we can manipulate the minimum price of axies at market so that no one can buy it at low price so that they can do is breed axies,3
2986,cutting off supply is good but what we need right now is burning mechanismsnwe need it immediately,3
2987,also too many axies already asing 1 of the total axies is no achievement come on man,3
2988,lol bullwark and catapult should trig once per round are u out of ur mind haha,3
2989,a legend once said we need billions of slp for sustainable growth this upcoming origins,3
2990,bring back the egg bomb damage and soothing,3
2991,how about if remaining 34 of axie land is given away through some sink mechanic raffle by burning slp or axies,3
2992,axie need move quick players are shifting to pegaxy,3
2993,i think axie make this update its to latele will buy a lot of slp right now if they read this and then after pump boom its going to bottom again update is not helping axie players its good for people to buy slp right its a quick profit,3
2994,what the team did to those who bought slp,3
2995,reducing the mint of slp but no burning mechanism,3
2996,have a mini game called saving slp lool,3
2997,i just dont understand how could you buy slp you could at least buy axs and get returns by staking it,3
2998,perhaps because of tough loveand also guilds can freely manipulate the eco as a group,3
2999,i spent 8 thousand and after 7 months playing axie i got 18 of the amount playing daily without fail,3
3000,hi axie infinity what if you do a event after the luna event like breedingevent using only slp ithink its work,3
3001,we need to attract new investors and give them the confidence that this will never hppen again as an investor and part of the company for being an axs holder i ask for the resignation of the person responsible for having taken these measures too late,3
3002,come to join our scholar,3
3003,if adv is still playable will it use energy if you play it player still get the slp bonus in ruin 21 and 36,3
3004,1 remove 150 slp 2 0 slp to 800mmr 3 remove 75 slp 4 put tax on transac 5 pressure players to change axie 6 nerf expensive axies 7 reduced arena reward 8 put back 1 slp because thats your consideration wow,3
3005,theres a website out there who can show you your battle history your opponent and their mmr,3
3006,what website is it safe is it organic,3
3007,get tax every claim slp and force to upgrade parts and power ups every player to burn slp in the air and if you want to burn the all the slp then tell to your devs to make land and sell it to slp and also remove axs to the breeding and make good benefit to high breed count,3
3008,lol the main point is just hey buff my axies card and make the enemy card like a trash,3
3009,make ban for withdraw slp to market and start burn stock market,3
3010,problem too many slpested solution burning mechanismndevs actual solution dont make slp nously,3
3011,for those new to axie the same strategy was done last aug to help balance the economy 25slp was deducted from dq and 75slp from pve exactly the same reductions did we see a balanced economy since aug well what we have is a slow downtrend what makes aug diff from today,3
3012,maybe trigger twice its just a suggestion,3
3013,is this really axie discussing the updates beforehand,3
3014,if you want to make arena slp earning difficult remove energy then implement 5 wins slp type of game this means we have to win 5 games to earn something this will make players have to spend more time playing tk earn more slp earned base on 5th win mmr,3
3015,more powerks for hearing us outnits only announcement were made but its making the slp roar wait for the major big update to come out,3
3016,lets discuss your band aid solution clownsnnso everybody transfer to or,3
3017,plenty of crying babies here you are free toleave the game chao,3
3018,when will be the start of season 20,3
3019,thanks for the changes waaaaay too late but its much appreciated,3
3020,repair the double anemonesthey left them unusable,3
3021,is there anyone with a good heart can please buy my unique axie for me to be able to buy 2 axie to complete my own team and play in season 20 thank you very much,3
3022,whats the point of breeding if no one will buy the thing that you will breed even a pure aqua now cost lower than 1 axs for breeding do you even think before you type it out,3
3023,just buy the thing its easier,3
3024,investors always adjust so sad that many people trusted this game really,3
3025,you have to limit the supply of slp after this season 20 released since you have the computation of slp consumed per day on arena mode just suggesting if possible,3
3026,guild vs guild or friends vs friendsn tournament slp stake per teamn red 5 playersnvs blue 5 playersn with the most win winsobviouslynn20 of total winnings to be burn,3
3027,i wish pve wont permanently remove please dont,3
3028,this is such an informative session,3
3029,nice im looking forward to seeing what happens in season 20,3
3030,heres an ideanmmr 2500 and over 15 slp per win instead of 12 and 6 slp per drawn battlenmmr 18002499 will still be 10 slp per win and still nothing for draws,3
3031,your mothers house card is goodnon one sidenwhy dont you just eat and eat the at your house,3
3032,thanks for sharing big help,3
3033,looks like the old habit of farming noobs by the meta team players is gonna sprout again mainly due to lesser reward difference in top matchups compare to the next lower level matchup,3
3034,yes because everyone wants where slp is going,3
3035,out of 2 million players,3
3036,just request it and hope they will let you,3
3037,a lot of worried people lol,3
3038,dump slp and pump ron,3
3039,be read for below 2mil dau,3
3040,go with the flow slp,3
3041,a collection of the first nft owls released check it,3
3042,its not same first is a 50 reduction second is a 100 reducction xd,3
3043,they also need to do the slp buy back so that they can control the supply and not be dump by whales,3
3044,i used my 20 transactions and u need ron to swap everything,3
3045,slp is challenge number one for most of the community,3
3046,hopefully they bring back slp from adventure once v3 is released,3
3047,when this game started there was always the adventure and they never said they were going to remove the reward and now they come out with this the youtubers who promoted this can be happy there is nothing to discuss,3
3048,what if the developers of axie are idiot especially in tokenomics and economy wagmi,3
3049,sm should buy the portion of the total slp,3
3050,buyback and burn or buyback and stake,3
3051,still no demand for burning slp if you have to reduce slp issuance you should also increase burn rate by increasing slp breeding fee and meet the mintburn ratio in the middle oversupply of slp will remain untouched and will continue to increase i believe,3
3052,discussions nah yes where the only balance you know is nerfing the rewards,3
3053,bulkwark and tiny catapult effect should only trigger once per round leak and numbing lecretion should only disable 2 cards per round stock should only trigger energy gain twice per round us our opponents mmr so we know if game is fair,3
3054,axie burning idean axie recycling eventanicsasing axie will grant you 14 axsnif you are lucky you can get 24 axs if you are not you only get 1axsnn,3
3055,dude why would no one but it time is the key and also no need to be disrespecful insinuating that i didnt think before i comment youre and example for why humankind destroy everithing they touch including eachother,3
3056,economic balancing in the middle of crisis is not a good solution you just like killing people in the middle of the pandemic to avoid spreading the viruses poor dies rich remains wanna crazy world,3
3057,petition to use slp to reshuffle cards from round 1 if u have a bad draw,3
3058,i remember when jiho told us that they will shock the world again in 2022 so this is it everyone this is how he will shock the world,3
3059,what are u talking about hahaha you see a lot of double aqua in 2200 mmrl usable but need to learn how,3
3060,at least i got half of my money i quit,3
3061,a possibility of buy back as a method for economic balance was hinted on january 4,3
3062,this is going to be a good one join it and retweet it can you dig it,3
3063,when update because i didnt see anything in game,3
3064,axie infinity new team launching now us guys for giveaways new partnerships and scholarships for players stay tuned,3
3065,join us tonight in 3 mins,3
3066,u sud have done this since last year imagine u cud save how many slp before hyper inflation ur speed of updates are like shid then again these acts are better than keep saying the same words everyday wo acts wish good acts coming in following weeks,3
3067,at that time slp price is much high,3
3068,do they think the value of slp will increase with the game change in season 20 thats the problem of most people who want to pump slp,3
3069,we should have a ranking system its like mobile legends they have master grandmaster epic legend mythic ranks will ensure we only get matched against someone with the same rank,3
3070,reminder set set yours guys,3
3071,im looking for manageri apply for scholar in axielast team isbbphopping may makatulong dito,3
3072,hi axie fam suggestion for slp burning mechanism use slp to power up axie in adventure land,3
3073,he invites people to invest by saying that we will burn slp dont believe it its a shame you didnt throw your remaining money here since the news they said they will do soon they have increased the supply by 4 times why isnt binance delistingnslp is over,3
3074,i am earning in pegaxy now so im chill 61 half day with many races left,3
3075,seasons 1618 started on a monday while season 19 started on a wednesday i wouldnt be surprised if season 20 starts in the next 3 days once it starts could be back to 12 pesos while ron could see exponential increase,3
3076,join the community and thank me latern,3
3077,see no update yet but the slp go up as i said before once bitcoin go down all coins go down too since 2018 thats the way happen adv and dq must stay do not remove the slp on it,3
3078,ive never complained about the price of slp thats not my issue being someone thats slowly invested what little i have each month to get the axies i have now pve is my biggest source of slp my team will fall below 800mmr if i do arena to much i cant afford meta,3
3079,i was planning on grinding pve for as long as it takes until i can afford meta but im afraid without pve rewards thatll never happen now i hope slp hits 1 too but without pve my team would only earn 510 slp a day,3
3080,no the community only caters to themselves being okay with everyone else except for themselves to not gain,3
3081,hello manager looking for scholarships pegaxy manager,3
3082,i have a suggestion why dont you put a workshop on marketplace wherein you can customize your axie with different skin or atleast give axie a skin this is done in any game plus we can add some additional bonus on stat while a skin is equipped slp will be the currency for it,3
3083,email verification is being interrupted from yesterday i wanted to verify the email for scholar it keeps failing,3
3084,its true sorry for my word,3
3085,rythm game cute to see dancing axies r defenseh royale guys,3
3086,i will recieve slp reward for lvl 21 and last boss level,3
3087,value the time and effort atleast put some item to drop in adventure,3
3088,no need to do that they will release a free to play axie in appstore so everyone that cant afford to buy can play,3
3089,i think its nice for adventure uses true competitive ai axie team to be battle with so that we can learn truly,3
3090,idiot fool boy there are still many advantages for new players in adventure fool boy,3
3091,well its okay to have small rewards with bigger values,3
3092,disagree i plan to play it and try to beat it now before it cost energy for me to do it,3
3093,boom used to complain but i never compare,3
3094,this have an arena that doesnt impact mmr for people to have funlearn without any repercussions,3
3095,fair enough i do think there should be more burning mechanisms for slp rather than taking away the minting method but thats just my opinion,3
3096,you want to earn buy slp today and sell it when they release the origin,3
3097,first of all i said 10 cents to 20 cents no idea where your 1 dollar came from and if people can earn 5 to 10 dollars per day playing a game that is good please dont put your words into other people mouth keep your dream i already made profit buying slp at 01 cents,3
3098,play the last 5 days of the season and reach top 10 like season 19,3
3099,well like they said fo fun and try beating all of the ruins at least if you wont be spending the now more precious than ever and meagerearning energy,3
3100,you only need to stabilize the value of slp above 008 and more people will return to join,3
3101,the next devs good job only 2k mmr earn slp promisses dances drinks axie sisters s2 and more nerfs but the burning mechanism is too much work to implement piramid infinity,3
3102,maybe we can earn exp in lieu of slp rewards so if ever the adventure slp will make a come back it will be easier to clear the ruins,3
3103,i disagree peoplebotters who were farming pve is and has been confirmed as a major issue burn mechanism is definitely needed and is slated to be released along with v3 this is not going to fixchange things overnight its a necessary start that will take time to see results,3
3104,and no pressure to grind for the daily quest now yay,3
3105,post a selfie with the reward screenshot on fb and twitter so jihoz and the gang will follow me,3
3106,sky mavis are the first one who conceptualized nft lendingrenting see axie tree but pegaxy is the first who implemented it,3
3107,any proof it is implemented ingame like in pegaxy none just a 3rdparty out of service tool laughablenn,3
3108,how can these mini games improve axie and especially slp,3
3109,no one ask you to buy slp lol why would you blame axie infinity for your lost i might trust the process than doing fud all the time,3
3110,if slp for daily quest is removed whats going to be the reward for completing the daily quest,3
3111,theres a dick under your pants but it hurts just so you know,3
3112,you dont answer any question you run away,3
3113,do you not realize that they only nerf and buff during off season so there will be new metas every season which means people will invest in new axies so the economy will not go down and nerfingbuffing is also to balance the game,3
3114,buy gamein token in private sale by gameinfinity,3
3115,pray to earn 5slp a day,3
3116,axs staking give 50k per day 117k in 1 month is nothing bro,3
3117,help and feed the hungry street children,3
3118,if i won first place i buy house and lot and also business,3
3119,would provide scholarships to my dans non web3 friends and family,3
3120,save money for my baby soon,3
3121,50 will go to charity and 50 add new team,3
3122,fix the crit system for high morale axies are fine losing 3x in a row due to a crit is something to rant about specially with a sure win and well played matchnnits really crazy or am i just that much unlucky,3
3123,why would anyone do that if they can add someone and play 1x1 for free,3
3124,think slp is 1 cent then calculate,3
3125,thinking based on what you can see right now and not whats being developedning mechanisms planned are relevant with origins not v2n low mmr scholars will leave thats fine nlars are never gonna burn slpnnbut theyll come back once the price is up,3
3126,its great to remove slp from adv and daily quest but i think we must level up to our axie so they can participate arena like lvl 10 you can unlock arenaadv useless now people go buy and arena no time to spend in gamei hope u read this,3
3127,i think they did not some people bought slp right now because of this update the possible low farming of slp and possible pump of slp,3
3128,theres a lot of different part time jobs other than playing games yknow if you dont enjoy playing games then dont play games,3
3129,i would just ignore the adventure better to learn vs actual players in arena,3
3130,this tweet hurts many people but excluding me thankfully and i think this tweet is unnecessary,3
3131,axie racing slp per entrance,3
3132,cockfight arenanyou must own a bird type axie to joinnand players with ronin wallet can bet slp or axs and the winner gets only 90 of its winning and burn the rest,3
3133,source trust menthe economy is not worse like cryptoblades to have a buyback,3
3134,dear skymavis i have a idea to return the slp coin price by buying a land project with coin slp with a price not too expensive or low price i think its a winwin solution where the land project is running as well as slp coins are burned hope this idea helps nmovilasia24,3
3135,make something like pokemon go moba where you use your axie as your hero since they have 4 skills too,3
3136,please someone build an axie auto chess like dota underlord,3
3137,i had similar issue few hours ago which was attended to when i contacted them write them on their live support at ronininstanthelp to get your issue resolved straight away,3
3138,pegaxy is beating you and even getting your playerbase you plan on copying pegaxys rental system thats so original,3
3139,pump this comment for u bro,3
3140,they will even copy the rental system of pegaxy so much for being the socalled 1 blockchain game sheeesh,3
3141,jiho pls make origin released before doctor strange multiverse of madness im tired of waiting on pirated sites thank you,3
3142,the important things that is including axie from main game,3
3143,if it reaches 1 cent then i will calculate for now just dream about your 1 cent slp im sticking with reality,3
3144,if its not worth your time its not wortg your time period it isnt the responsibility of sky mavis to make it so so play if you want stop if you dont no one is forcing anyone to much like no one forced anyone to buy axies,3
3145,please clearly determine the maximum supply of slpnthe clearer and more transparent you are the more people trust youn in order for slp to go to the month the maximum supply must be known,3
3146,so many small crypto babies on this thread crying such big elephant tears,3
3147,they just had not done enough this actually might be significant enough to stop the bleeding,3
3148,everyone fuding sell and leave the game our community doesnt need people like you if people remain breeding and doing every burning action in the game in the same or even bigger volumen with just 60 slp mint per user slp circulating supply offer issue will be fix,3
3149,we r hold for 3 month,3
3150,lack of burning mechanism is the problem why reduce the gaining of slp,3
3151,true but this is the only way to make a healthy economy only the 10 can get on profits only the 1 can live from this thats the only way that a economy like this can work,3
3152,its all depends on slp price 1000 slps at 001 worth less than 100 slps at 020 for example also by ending adventurequest gains they are pratically killing farm bots people with 50 accounts running adventure automatically i bet true players will be more rewarded,3
3153,cant please everyone there will always be whining entitled crybabies always,3
3154,slp told u booooom crypto top nr1 slp epic nnbtc amp eth money will flow in axieinfinity amp smoothlovepotion,3
3155,it is high time to introduce a new mode of gaming experience on axie both to improve the game and to attract new players who doesnt like the former setting,3
3156,lets get land released already dying to play,3
3157,hey could you accept my request im top 3 hodler in argentina,3
3158,nowadays these axies have the low value and im afraid to invest here now im considering the project of for my new planned investment i heard this one is a bullish,3
3159,if i wont be able to join here why even live whats the point,3
3160,u could buy slp using bnb,3
3161,tough love at its best,3
3162,dude you dont understand this is basic economics if they reduce the issuance of slp the price will go up less slp but each slp has more value,3
3163,that would be a lot of thinking for sure,3
3164,in our current game design yes but its not a final decision so far since were still exploring how we can utilize the body parts,3
3165,slp new price will be 00001 in next weeknand scholars will earn 1 dollar in 3 weeksnrip,3
3166,pegaxy investors will also copy axies current situation pump pump pump then dump,3
3167,none unless they pay well,3
3168,what did you say plan to copy lol axie had that rental before they just planning to bring it back,3
3169,players can still play without energy since they are betting theyre slp,3
3170,are u still worth it or should i give up i like the game but i kinda dont want to think my money would end up at nothing tho i mean its not so much but there are other nft games where i invested and i can make em grow if id give up on axie but i still have hopes for usomehow,3
3171,everybody need a reward to continue building,3
3172,instead of eliminating the daily hassle adventurers dont get slp its too complicated what we need is slp the price goes up now breeding is the right solution,3
3173,how about having a game mode like classic from mobile legends where you can fight other players without risking your mmr but players need to pay like 36 slp paying a little to practice your team build sounds fun,3
3174,its ok to learn from ur competitor,3
3175,breeding is the only source of slp burn but because of nerfs people do not want to breed anymore axie farms investors are gone toon the nerfs the game is 30 luck anyway because of random crits and card draws announce a final balance settings and breeders will be back,3
3176,what if slp can buy axie hahaha maybe slp burning haha what if we can use slp to buy axies hahaha so the price of slp to the moon hehe,3
3177,men that sick as sick as covid,3
3178,pls dont do slp reward reduction what you should do is create an attractive slp burn feature so that the ecosystem is balanced,3
3179,release a new token that can only be obtain by trading slp and use that token in leveling axie as a requirement for a whole new arena of improved axies and skills,3
3180,set up a water arena that only aquas can battle same goes with land and air arena put up an upgrade system to axies for these arenas using slp,3
3181,your game is never been enjoyable like before a way to make more enjoyable and exciting like beforenyou are controlling the game searching our opponent that we never defeatednthe arena is very hard and tough change your setting you are controlling it unlike before,3
3182,we want daily ron farming except of staking and reward for the is 25 slp and in adventure 50 ron reward daily,3
3183,i will do that let whose with me,3
3184,dont know what to do with your preloved luxury assetsnyou may able to make them nft and sell them at lxf marketplace and start making n,3
3185,searching for a pegaxy scholarship please,3
3186,you dont reply to any of my messages,3
3187,can you explain why so many people are victims,3
3188,is it because you piss off the hungry dogs,3
3189,burn slp by paying a huge amount of slp to get a random part that you want to replace limited to the same class a feature that is available in the marketplace so that only the managers can do it or replace genes d r1 and r2 following the same concept more attempt more cost,3
3190,once a miracle pump happens lets dump all assets and show them were tired of their bs thatll show em,3
3191,any game which is fun to play free of anxiety and have no crits,3
3192,look at their actions dont listen to their words,3
3193,we already see it every month there is more axs in the market and more realising for staking and firts places of arenato hard to see axs at 166 again,3
3194,check my twitter guys new nft giveaway,3
3195,pegaxy based its framework off axies and tweaked or evolved some aspect of it corey said so himself also what is so wrong with working on an existing framework already if it happens to be working,3
3196,r u serious millions of players vs 10 devs everyone is able to help more ppl more ideas wth men u r completely missing the point whats axie infinity about,3
3197,the axies are increasing in the marketplace they do not want to burn their axies or to get rare items this is due to the uncertainty that is currently experienced,3
3198,job gamingn whining if you guys arent providing value to this world money cant be created out of thin air legallyn was always a side beer money thingy,3
3199,actually axie had that rental system before pegaxy dont know why it is not standard tough,3
3200,a part of it some percentage has to be burn for the economy,3
3201,small pp take just replying to hate at this point,3
3202,axiebuilders here we go nn,3
3203,communicate to them talk to them ask them what happened so that we think the better solution why the eth is going down so that we can make an action not changing the setting of the game or debugging it the market of eth is problem here not our game,3
3204,yes they have before i know the difference of scholarship and rental,3
3205,you mean this this is not ingame you understand ingame it describes something is inside the game,3
3206,please help me all my axie and axs were hacked also my ronin,3
3207,they are playing dressing up and partying,3
3208,noob pegaxy copied the rental system of axie,3
3209,just a wild suggestion why not create build a new p2e game mode that is exclusive for those breedcount 77 axies so that the breeders have their reasons now to breed their axies at its full breedcount capacity it helps the volume of slp burned somehow,3
3210,i hope you will try me becuase i suprise my cute sister to give axie,3
3211,axie td tower defense would be cool,3
3212,you made a love potion but everyone drowned in the love potion its still good to be chirping here give it a hand its been 6 months now,3
3213,sky mavis was dead game dev,3
3214,i have an idea to burn slp what if you add like a lottery or dice game where slp is like 5 slp one roll something like that so everyone can burn there slp and the grand prize is like high tier axie or axie costume something like that,3
3215,slp explain what will happen,3
3216,rental and scholarship are different did sm implement a rental option ingame before or was it just an idea they had but they favored scholarship format wc they dont even recognize ingame,3
3217,axie environment needs fresh ideas everyone loves classics but when was the last time you played bomberman or space invaders we are working on an original survival card game with shareddeck mechanics and far from the p2w concept lets hope we get selected axiebuilders,3
3218,sky mavis has no competitors as they have said time and time again,3
3219,well i was thinking of the same thing perks of having a 77 breed count axies,3
3220,we are building an axie mmorpg called axieinfinity,3
3221,is the ultimate coming from the tail part,3
3222,we are working on a moba which utilizes axies as playable characters in ogami conquest axiebuilders,3
3223,is the burning mechs really in the works,3
3224,hooping to be a part of your team,3
3225,why not mint the name inside the game and pay for slp i would like to see the name of all my axie inside the game arenaadventure to see the personality of each other would like to see this,3
3226,huh once you lend those axie you can use it ingame,3
3227,was the rent feature built within the game no it was a 3rdparty out of service tool,3
3228,if its built by a 3rd party obviously skymavis will ban you,3
3229,lets do some rpg gamingnni have many ideas a game like mario party and a race could also be fun to play,3
3230,let me tell you this your whole company made it this far on the concept play to earn people play other games for funmajority be the best play to earn game you can be competitors will take your place if slp doesnt increase why change the fact that made you number 1,3
3231,help someone stole 36 axies from my account in vacations,3
3232,lunacian 13776219 and actually keep steeling axies from others accounts,3
3233,woy developer lonthe nerf crititcal for beast dog,3
3234,ow really about this anything plan about this nnsave the slp,3
3235,you guys just ignoring the value of the slp,3
3236,reptile and beast card buff again and again beleive me,3
3237,all for it lets do this,3
3238,is that a chart of slp look like pvu haha,3
3239,too late for chancesni think,3
3240,a mini game that let players bet slp on a esport tournament team like in dota 2,3
3241,since when you started farmingni started last 2 weeks ago when slpweth is already at low,3
3242,wtf 4 hrs ago it was 350,3
3243,this not about minigame for launch of land gameplay just a add on like clash for clans who were player can attack every dungeon to collect some items to update their asset on their land attacking of every dungeon will require slp slp may the burning mechanism,3
3244,bought at 14 thinking it would go up my 4k now 220usd if they dont want to burn they should take everything once than stealing it litttle by little,3
3245,i have a question speaker please,3
3246,just joined in dont know if this is already discussed but what can you share with us on the utility of our axies with origin coming out,3
3247,305damage for reptile its not fair,3
3248,3reducing slp gain in arena is not so good better to maintain itn4 reward to top 300k maybe not high instead spread it to all players playing arena dont conc3ntrateto few becuase all of them is your investors even though they are lowprofile in arena,3
3249,its not even a bear market yet,3
3250,yah close qs in around december,3
3251,i wanted to speak but i get nervous,3
3252,im laughing at your narrowmindedness no updates you cry here you go with an update regarding economic balancing you still cry,3
3253,is it worth playing axiennyes maybe non,3
3254,i guess they are removing everything nextime they will remove the game,3
3255,from 1k to 300k players on the leaderboard is just too much theres really not a lot to compete for the top players pleeease adjust this 10k 50k leaderboard seems good enough,3
3256,2018 2020 yes 2021 no longer,3
3257,are you talking to my scholars who will leave maybe you want to apply to my scholarship i will have tons of openings,3
3258,yes i like the heart button so how many scholars do u have,3
3259,yep that was their mistake now they are removing pve dw rewards and reducing arena rewards triple whammy,3
3260,should be max level 1st before you can upgrade your axie so energy will be use in leveling axie and it can slow down slp gain from arena,3
3261,this is the last straw for me ni hope slp pump so i can sell all my remaining slpnall the best for the remaining players,3
3262,probably a miscalculation from their part they were probably just looking at the bot problem they didnt expect people earning too much from arena as the meta keeps changing and people are now investing on arena based teams rather than just basic ones,3
3263,1 slp for wins under 800 mmr lol with i adventure rewards so now my weak team is gonna earn even less then 50 slp a day iv been grinding since oct and reinvesting back into the game in hopes of getting a better team somedaythis is only gonna make it harder really,3
3264,why is this ada yang sama,3
3265,but they didnt soafter months ppl trying to give ideas etc etc after slp dump they decide to do that change im agree it is necessary but why wait to this moment if could be avoided always saying lands and v3 they didnt release to make it 3d with all the money they make,3
3266,always saying of long term your a axies been here since 2018 and expected the over minting of slp due to surge of new players last july and by september the community is asking already about burning mech and updates but what the devs did,3
3267,stop being stupid amp understand the tweet first before replying,3
3268,most of the people crying in the comments are the ones without axies,3
3269,will today be my first time ni dont think so i will die a virginn,3
3270,slp price will not increase any time soon dont drink too much hopium we still dont know if origin will actually be released late of q1 with the teams history i highly doubt they will release it at that time will probably get moved like what happened to land update,3
3271,you doing reduce slp farming but you must increase slp burning and balance the game spoil critical and card giving,3
3272,i do they play 2hrs a day your players play 24 hours every day like i said sounds made up,3
3273,axie infinity as of the moment,3
3274,so investing money and expecting something in return is called greed gotcha,3
3275,you know what you guys are funny because how do you expect some money in return because of a game lol,3
3276,for the 12th time sir think,3
3277,thats right hub ensures that gamers are properly remunerated through its well defined and structured smart contracts and gamified systems for the more info click,3
3278,tell me abt it more,3
3279,daily quest dies before weekly quest arrivesning but promisesnnu need to do like pokemon and find a way to use slp in the game not decrease the rewards every month,3
